title,link
（民口横向科研项目）模板-技术开发合同,http://zhb.ustc.edu.cn/2020/0108/c18534a411347/page.htm
（民口横向科研项目）模板-技术服务合同,http://zhb.ustc.edu.cn/2020/0108/c18534a411346/page.htm
（民口横向科研项目）模板-技术咨询合同,http://zhb.ustc.edu.cn/2020/0108/c18534a411345/page.htm
中国科学技术大学职务计算机软件著作权登记申请表,http://zhb.ustc.edu.cn/2019/1007/c18534a402938/page.htm
专利申请技术交底书模板,http://zhb.ustc.edu.cn/2019/1007/c18534a402937/page.htm
学习指南 2020,http://cs.ustc.edu.cn/2020/0904/c20158a448498/page.htm
2019级及以后中国科学技术大学本科生体育课程修读管理规定（20190920）,http://cs.ustc.edu.cn/2020/0904/c20158a448489/page.htm
关于思想政治课程执行方案（试行）的通知,http://cs.ustc.edu.cn/2020/0904/c20158a448488/page.htm
关于统筹做好疫情期间外国专家项目工作的通知,https://math.ustc.edu.cnhttps://oic.ustc.edu.cn/project/%e8%bf%9c%e7%a8%8b%e5%90%88%e4%bd%9c/
外事文档下载,https://math.ustc.edu.cnhttps://oic.ustc.edu.cn/download/
AMS（美国数学学会）电子书开通通知,https://math.ustc.edu.cn/2024/0118/c18709a628824/page.htm
Project Euclid平台迁移常见问题,https://math.ustc.edu.cn/2021/0325/c18709a477464/page.htm
数学专业电子图书资源,https://math.ustc.edu.cnhttp://lib.ustc.edu.cn/category/%E7%94%B5%E5%AD%90%E8%B5%84%E6%BA%90/database/2-%E7%94%B5%E5%AD%90%E5%9B%BE%E4%B9%A6/
数学专业电子期刊资源,https://math.ustc.edu.cnhttp://lib.ustc.edu.cn/category/%E7%94%B5%E5%AD%90%E8%B5%84%E6%BA%90/database/92-%E6%95%B0%E5%AD%A6%E4%B8%93%E4%B8%9A/
Springer eBook list,https://math.ustc.edu.cn/2013/1112/c18709a398696/page.htm
最新图书12,https://math.ustc.edu.cn/2012/1017/c18709a398676/page.htm
最新图书11,https://math.ustc.edu.cn/2012/1017/c18709a398675/page.htm
最新图书9,https://math.ustc.edu.cn/2012/0303/c18709a398673/page.htm
最新图书8,https://math.ustc.edu.cn/2012/0303/c18709a398672/page.htm
最新图书7,https://math.ustc.edu.cn/2012/0303/c18709a398671/page.htm
最新图书6,https://math.ustc.edu.cn/2012/0303/c18709a398670/page.htm
最新图书5,https://math.ustc.edu.cn/2011/0915/c18709a398669/page.htm
最新图书4,https://math.ustc.edu.cn/2011/0915/c18709a398668/page.htm
最新图书3,https://math.ustc.edu.cn/2011/0915/c18709a398667/page.htm
最新图书2,https://math.ustc.edu.cn/2011/0915/c18709a398666/page.htm
最新图书1,https://math.ustc.edu.cn/2011/0915/c18709a398665/page.htm
资料室新订购的期刊（2010.10）,https://math.ustc.edu.cn/2011/0915/c18709a398664/page.htm
数学科学学院电子文献使用说明,https://math.ustc.edu.cn/2011/0915/c18709a398663/page.htm
数学科学学院电子文献介绍,https://math.ustc.edu.cn/2011/0915/c18709a398662/page.htm
中国科大网络课堂,https://math.ustc.edu.cn/2013/1112/c18708a393717/page.htm
席南华院士报告会【2011年10月19日】,https://math.ustc.edu.cn/2011/1021/c18708a393716/page.htm
Hiroshi Konno 教授colloquim报告【2011年10月18日】,https://math.ustc.edu.cn/2011/1019/c18708a393715/page.htm
中国科学技术大学出版社 图书写作指南,http://press.ustc.edu.cn/2023/0629/c29306a607365/page.htm
投稿须知,http://press.ustc.edu.cn/2021/1120/c29306a535363/page.htm
中国科学技术大学出版社学术专著选题信息表,http://press.ustc.edu.cn/2021/1120/c29307a535365/page.htm
中国科学技术大学出版社教材选题信息表,http://press.ustc.edu.cn/2021/1120/c29307a535366/page.htm
中国科学技术大学精品教材选题申报表,http://press.ustc.edu.cn/2021/1120/c29307a535367/page.htm
中国科学技术大学出版社图书选题信息表,http://press.ustc.edu.cn/2021/1120/c29307a535364/page.htm
GB／T 12451-2023 图书在版编目数据,http://press.ustc.edu.cn/2024/1030/c29308a659105/page.htm
第一批异形词整理表,http://press.ustc.edu.cn/2021/1120/c29308a535375/page.htm
有关量、单位和符号的一般规则,http://press.ustc.edu.cn/2021/1120/c29308a535370/page.htm
极限数值的表示方法和判定方法,http://press.ustc.edu.cn/2021/1120/c29308a535371/page.htm
标点符号用法,http://press.ustc.edu.cn/2021/1120/c29308a535372/page.htm
出版物上数学用法的规定,http://press.ustc.edu.cn/2021/1120/c29308a535369/page.htm
出版物汉字使用管理规定,http://press.ustc.edu.cn/2021/1120/c29308a535368/page.htm
高中化学数字化实验典型案例,http://press.ustc.edu.cn/2024/1031/c29310a659181/page.htm
高考物理真题分类汇编：1977—2024.上册,http://press.ustc.edu.cn/2024/0927/c29310a655240/page.htm
抽丝剥茧学物理竞赛上册增补,http://press.ustc.edu.cn/2024/0912/c29310a653344/page.htm
抽丝剥茧学物理竞赛（下册）2,http://press.ustc.edu.cn/2024/0102/c29310a627126/page.htm
抽丝剥茧学物理竞赛（下册）1,http://press.ustc.edu.cn/2024/0102/c29310a627125/page.htm
抽丝剥茧学物理竞赛（上册）-2,http://press.ustc.edu.cn/2023/1113/c29310a618315/page.htm
抽丝剥茧学物理竞赛（上册）,http://press.ustc.edu.cn/2023/1110/c29310a617269/page.htm
数据分析方法与应用,http://press.ustc.edu.cn/2023/0316/c29310a595337/page.htm
化学工程实验,http://press.ustc.edu.cn/2023/0316/c29310a595258/page.htm
新目标大学英语泛读.2（第3版）,http://press.ustc.edu.cn/2022/0302/c29310a547559/page.htm
组织行为学单选题及答案,http://press.ustc.edu.cn/2021/1120/c29310a535399/page.htm
行为医学与健康复习题及答案,http://press.ustc.edu.cn/2021/1120/c29310a535398/page.htm
医用物理学（第2版）习题解答,http://press.ustc.edu.cn/2021/1120/c29310a535397/page.htm
《光子学聚合物》参考文献,http://press.ustc.edu.cn/2021/1120/c29310a535395/page.htm
《贝叶斯分析》课件,http://press.ustc.edu.cn/2021/1120/c29310a535392/page.htm
《软物质X-射线散射基础》参考资料,http://press.ustc.edu.cn/2021/1120/c29310a535391/page.htm
《科技英语综合教程》音视频,http://press.ustc.edu.cn/2021/1120/c29310a535390/page.htm
《多种能源融合的建筑节能系统的设计与应用》相关资料下载,http://press.ustc.edu.cn/2021/1120/c29310a535387/page.htm
《虚拟/增强现实技术及其应用》第9章风扇制作案例,http://press.ustc.edu.cn/2021/1120/c29310a535386/page.htm
老年人表达性艺术团体心理辅导实操指南,http://press.ustc.edu.cn/2021/1126/c29310a536114/page.htm
《初等数论》各章习题参考解答,http://press.ustc.edu.cn/2021/1120/c29310a535385/page.htm
《自主招生数学备考十二讲》勘误表以及实战训练全解,http://press.ustc.edu.cn/2021/1120/c29310a535384/page.htm
物理学译丛latex模板,http://press.ustc.edu.cn/2021/1120/c29310a535383/page.htm
《管理学》PPT课件（主编：蒋永忠）,http://press.ustc.edu.cn/2021/1120/c29310a535382/page.htm
《计算机组装与维修实用教程》PPT（主编：钟育亮）,http://press.ustc.edu.cn/2021/1120/c29310a535381/page.htm
《供应链管理》ppt（主编：孙颖荪）,http://press.ustc.edu.cn/2021/1120/c29310a535380/page.htm
网络信息中心车辆管理办法2020,http://ustcnet.ustc.edu.cn/2023/0504/c33489a601255/page.htm
网络信息中心电动自行车管理制度,http://ustcnet.ustc.edu.cn/2022/0901/c33489a591773/page.htm
网络信息中心考勤管理办法,http://ustcnet.ustc.edu.cn/2022/0413/c33489a591774/page.htm
关于网络信息中心公务接待的有关规定,http://ustcnet.ustc.edu.cn/2022/0413/c33489a591775/page.htm
中国科学技术大学网络信息中心网站信息发布管理办法（试行）,http://ustcnet.ustc.edu.cn/2021/1111/c33489a591776/page.htm
网络信息中心物资采购验收管理办法,http://ustcnet.ustc.edu.cn/2021/0721/c33489a591777/page.htm
中国科学技术大学网络信息安全事件处置办法,http://ustcnet.ustc.edu.cn/2017/0630/c33489a591778/page.htm
中国科学技术大学网站与信息系统安全管理执行办法,http://ustcnet.ustc.edu.cn/2016/0229/c33489a591780/page.htm
中国科学技术大学计算机网络与信息安全管理规定,http://ustcnet.ustc.edu.cn/2016/0229/c33489a591779/page.htm
中国科学技术大学超级计算中心安徽省高校用户收费标准（试行）,http://ustcnet.ustc.edu.cn/_redirect?siteId=819&columnId=33489&articleId=591785
中国科学技术大学超级计算中心管理条例,http://ustcnet.ustc.edu.cn/_redirect?siteId=819&columnId=33489&articleId=591783
中国科学技术大学超级计算中心服务管理办法（试行）,http://ustcnet.ustc.edu.cn/_redirect?siteId=819&columnId=33489&articleId=591782
中国科学技术大学超级计算中心收费标准（试行）,http://ustcnet.ustc.edu.cn/_redirect?siteId=819&columnId=33489&articleId=591781
校园一卡通管理结算中心系统管理员岗位职责,http://ustcnet.ustc.edu.cn/2011/0304/c33489a591791/page.htm
校园一卡通管理结算中心工作纪律,http://ustcnet.ustc.edu.cn/2011/0304/c33489a591790/page.htm
校园一卡通管理结算中心安全保密制度,http://ustcnet.ustc.edu.cn/2011/0304/c33489a591789/page.htm
校园一卡通管理结算中心机房工作制度,http://ustcnet.ustc.edu.cn/2011/0304/c33489a591788/page.htm
校园一卡通管理结算中心机房管理制度,http://ustcnet.ustc.edu.cn/2011/0304/c33489a591787/page.htm
校园一卡通管理结算中心网络管理员岗位职责,http://ustcnet.ustc.edu.cn/2011/0304/c33489a591786/page.htm
校园一卡通卡管理实施细则,http://ustcnet.ustc.edu.cn/2010/0113/c33489a591792/page.htm
中国科学技术大学校园计算机网络管理暂行规定,http://ustcnet.ustc.edu.cn/2010/0111/c33489a591795/page.htm
中国科学技术大学校园网络用户行为规范,http://ustcnet.ustc.edu.cn/2010/0111/c33489a591794/page.htm
中国科学技术大学瀚海星云BBS站管理规则,http://ustcnet.ustc.edu.cn/2010/0111/c33489a591793/page.htm
关于调整网络信息中心信息安全领导小组成员的通知,http://ustcnet.ustc.edu.cn/2024/0511/c33490a640639/page.htm
关于调整网络信息中心采购审批小组的通知,http://ustcnet.ustc.edu.cn/2024/0511/c33490a640637/page.htm
关于印发《中国科学技术大学超级计算中心收费标准2023年11月15日版》的通知,http://ustcnet.ustc.edu.cn/2024/0228/c33490a630717/page.htm
关于印发《中国科学技术大学校一卡通管理实施细则》的通知,http://ustcnet.ustc.edu.cn/2022/1101/c33490a591714/page.htm
关于印发《中国科学技术大学超级计算中心收费标准（试行）2022年7月15日版》的通知,http://ustcnet.ustc.edu.cn/2022/0722/c33490a591716/page.htm
关于王峰等任科级干部职务的通知,http://ustcnet.ustc.edu.cn/2022/0527/c33490a591717/page.htm
关于调整网络信息中心机构设置的通知,http://ustcnet.ustc.edu.cn/2022/0520/c33490a591718/page.htm
关于网络信息中心设置总工程师的通知,http://ustcnet.ustc.edu.cn/2022/0520/c33490a591719/page.htm
关于调整网络信息中心机构设置的通知,http://ustcnet.ustc.edu.cn/2022/0118/c33490a591720/page.htm
关于下发《中国科学技术大学涉密计算机软件白名单》变更的通知,http://ustcnet.ustc.edu.cn/2018/0724/c33490a591721/page.htm
关于更换涉密计算机杀毒软件的通知,http://ustcnet.ustc.edu.cn/2018/0724/c33490a591722/page.htm
关于调整网络信息中心设备购置小组人员的通知,http://ustcnet.ustc.edu.cn/2015/1112/c33490a591723/page.htm
关于网络信息中心设置主任助理的通知,http://ustcnet.ustc.edu.cn/2014/1219/c33490a591724/page.htm
关于实行新的网络费用分担办法的通知,http://ustcnet.ustc.edu.cn/2010/1210/c33490a591725/page.htm
关于更换我校BBS系统的通知,http://ustcnet.ustc.edu.cn/2010/0113/c33490a591726/page.htm
关于正式启用Web和 FTP搜索引擎的通知,http://ustcnet.ustc.edu.cn/2008/0327/c33490a591728/page.htm
关于重申禁止利用校园网络制作、传播不良信息的通知,http://ustcnet.ustc.edu.cn/2008/0327/c33490a591727/page.htm
网络信息中心2008年上半年工作要点,http://ustcnet.ustc.edu.cn/2008/0317/c33490a591729/page.htm
关于校友电子邮箱升级及相关事项的通知,http://ustcnet.ustc.edu.cn/2008/0102/c33490a591730/page.htm
关于成立网络信息中心设备购置工作小组的通知,http://ustcnet.ustc.edu.cn/2007/1212/c33490a591731/page.htm
关于邮件系统扩容及个人主页服务的通知,http://ustcnet.ustc.edu.cn/2007/1101/c33490a591732/page.htm
关于电子校务系统2006年推广应用情况的通报,http://ustcnet.ustc.edu.cn/2007/0131/c33490a591733/page.htm
关于调整一卡通现金充值时间和扩大圈存业务的通知,http://ustcnet.ustc.edu.cn/2006/0614/c33490a591734/page.htm
关于启用网络用户服务系统的通知,http://ustcnet.ustc.edu.cn/2006/0613/c33490a591735/page.htm
关于启用“一卡通”网络自助服务系统的通知,http://ustcnet.ustc.edu.cn/2006/0612/c33490a591736/page.htm
关于启用反垃圾邮件网关系统的通知,http://ustcnet.ustc.edu.cn/2006/0406/c33490a591737/page.htm
关于启用新个人主页/FTP系统和关闭旧邮件系统的通知,http://ustcnet.ustc.edu.cn/2005/1216/c33490a591738/page.htm
关于启用一卡通电话查询、挂失系统的通知,http://ustcnet.ustc.edu.cn/2005/1121/c33490a591739/page.htm
关于施行新《“校园一卡通”卡管理实施细则》的通知,http://ustcnet.ustc.edu.cn/2005/0530/c33490a591740/page.htm
关于启用新款校园一卡通正式卡的通知,http://ustcnet.ustc.edu.cn/2005/0404/c33490a591741/page.htm
关于电子邮件系统升级的通知,http://ustcnet.ustc.edu.cn/2005/0310/c33490a591742/page.htm
关于限制VPN适用范围的通知,http://ustcnet.ustc.edu.cn/2004/1109/c33490a591743/page.htm
关于网络信息中心增设主任助理的通知,http://ustcnet.ustc.edu.cn/2004/0904/c33490a591744/page.htm
关于不再收取电子邮件费用的通知,http://ustcnet.ustc.edu.cn/2004/0901/c33490a591745/page.htm
关于网络信息中心工作人员岗位设定的通知,http://ustcnet.ustc.edu.cn/2004/0826/c33490a591746/page.htm
关于网络信息中心设置主任助理的通知,http://ustcnet.ustc.edu.cn/2004/0604/c33490a591747/page.htm
关于施行《“校园一卡通”卡管理实施细则》的通知,http://ustcnet.ustc.edu.cn/2004/0324/c33490a591748/page.htm
关于饮食中心南区第二食堂一卡通故障情况的通报,http://ustcnet.ustc.edu.cn/2004/0318/c33490a591749/page.htm
关于重申不得在校园网上擅自开设电子公告服务的通知,http://ustcnet.ustc.edu.cn/2003/0922/c33490a591750/page.htm
关于正式启用网络杀毒软件的通知,http://ustcnet.ustc.edu.cn/2003/0630/c33490a591753/page.htm
关于启用中国科学技术大学校友电子邮件系统的通知,http://ustcnet.ustc.edu.cn/2003/0630/c33490a591752/page.htm
关于开通我校教工个人网站系统（BLOG）的通知,http://ustcnet.ustc.edu.cn/2003/0630/c33490a591751/page.htm
关于成立中国科学技术大学高性能计算机引进工作领导小组和专家小组的通知,http://ustcnet.ustc.edu.cn/2003/0422/c33490a591754/page.htm
关于实行新的网络费用分担办法的通知,http://ustcnet.ustc.edu.cn/2003/0301/c33490a591755/page.htm
关于召开网络建设及管理工作会议的通知,http://ustcnet.ustc.edu.cn/2003/0101/c33490a591756/page.htm
关于防范校内发送垃圾邮件的通知,http://ustcnet.ustc.edu.cn/2003/0101/c33490a591757/page.htm
关于成立中国科学技术大学教师住宅宽带网建设招标工作小组的通知,http://ustcnet.ustc.edu.cn/2003/0101/c33490a591758/page.htm
02年关于实行新的网络费用分担办法的通知,http://ustcnet.ustc.edu.cn/2003/0101/c33490a591759/page.htm
关于网络安全隐患和部分违纪事件的通报,http://ustcnet.ustc.edu.cn/2003/0101/c33490a591760/page.htm
关于防范、清除CodeRed和 Nimda蠕虫病毒的紧急通知,http://ustcnet.ustc.edu.cn/2003/0101/c33490a591761/page.htm
关于部分用户网络违纪事件的通报,http://ustcnet.ustc.edu.cn/2003/0101/c33490a591762/page.htm
关于实行新的网络运行及通信费用分担办法的通知,http://ustcnet.ustc.edu.cn/2003/0101/c33490a591763/page.htm
关于启用网络用户卡的通知,http://ustcnet.ustc.edu.cn/2003/0101/c33490a591764/page.htm
关于正式开通150路电话拨号上网系统的通知,http://ustcnet.ustc.edu.cn/2003/0101/c33490a591765/page.htm
关于改造子网的通知,http://ustcnet.ustc.edu.cn/2003/0101/c33490a591766/page.htm
关于调整学校智慧科大建设工作组成员的通知,http://ustcnet.ustc.edu.cn/2022/0505/c33491a591694/page.htm
关于周少华职务任免的通知,http://ustcnet.ustc.edu.cn/2022/0503/c33491a591695/page.htm
关于调整安徽省教育和科研计算机网网络中心主任的请示,http://ustcnet.ustc.edu.cn/2022/0223/c33491a591696/page.htm
关于调整学校网络安全和信息化领导小组成员的通知,http://ustcnet.ustc.edu.cn/2019/0328/c33491a591697/page.htm
关于启用中国科学技术大学网络安全和信息化领导小组办公室印章的通知,http://ustcnet.ustc.edu.cn/2019/0328/c33491a591698/page.htm
关于成立校信息化建设工作小组的通知,http://ustcnet.ustc.edu.cn/2019/0328/c33491a591699/page.htm
关于调整部分委员会（小组）成员的通知,http://ustcnet.ustc.edu.cn/2019/0328/c33491a591700/page.htm
关于印发《中国科学技术大学网络信息安全事件处置办法》的通知(校办字〔2017〕93号),http://ustcnet.ustc.edu.cn/2017/0630/c33491a591701/page.htm
关于印发《中国科学技术大学计算机网络与信息安全管理规定》等规章制度的通知（校办字[2015]94号）,http://ustcnet.ustc.edu.cn/2016/0229/c33491a591702/page.htm
关于表彰校属优秀网站的决定,http://ustcnet.ustc.edu.cn/2008/0425/c33491a591703/page.htm
关于印发《中国科学技术大学校园一卡通运行费用分担办法（试行）》的通知,http://ustcnet.ustc.edu.cn/2003/1215/c33491a591704/page.htm
关于安徽省教育和科研网网络中心管理和设备产权等相关问题的报告,http://ustcnet.ustc.edu.cn/2003/0925/c33491a591705/page.htm
关于公布学校所属单位编码的通知,http://ustcnet.ustc.edu.cn/2003/0101/c33491a591706/page.htm
关于成立校园“一卡通”建设实施小组的通知,http://ustcnet.ustc.edu.cn/2003/0101/c33491a591707/page.htm
关于开展计算机信息系统安全检查的通知,http://ustcnet.ustc.edu.cn/2003/0101/c33491a591708/page.htm
关于成立学校信息化工作领导小组和信息化建设工作小组的通知,http://ustcnet.ustc.edu.cn/2003/0101/c33491a591709/page.htm
关于校园网络学校主页建设有关工作的通知,http://ustcnet.ustc.edu.cn/2003/0101/c33491a591710/page.htm
关于调整校园网络管理委员会成员和成立校园网络建设专家小组的通知,http://ustcnet.ustc.edu.cn/2003/0101/c33491a591711/page.htm
关于清除BO黑客程序的紧急通知,http://ustcnet.ustc.edu.cn/2003/0101/c33491a591712/page.htm
关于天文与应用物理系等单位编码的通知,http://ustcnet.ustc.edu.cn/2003/0101/c33491a591713/page.htm
中国科学院科学数据中心认定通知,http://ustcnet.ustc.edu.cn/2023/1017/c33492a615012/page.htm
关于印发《中国科学技术大学智慧校园项目管理办法（试行）》的通知,http://ustcnet.ustc.edu.cn/2023/0517/c33492a602415/page.htm
中国科大网络信息中心开发类项目管理办法,http://ustcnet.ustc.edu.cn/2015/0428/c33492a591677/page.htm
网络信息中心招聘工作流程与规范,http://ustcnet.ustc.edu.cn/2008/0304/c33492a591679/page.htm
关于启用中国科学技术大学网络信息中心印章的通知,http://ustcnet.ustc.edu.cn/2003/0101/c33492a591686/page.htm
关于网络中心更名为网络信息中心和成立信息管理办公室的通知,http://ustcnet.ustc.edu.cn/2003/0101/c33492a591687/page.htm
物资不入固定资产审核表,https://zhc.ustc.edu.cn/2024/0726/c22536a649003/page.htm
资产管理负责人及资产管理员登记表,https://zhc.ustc.edu.cn/2024/1105/c22536a659520/page.htm
校内资产调剂登记表,https://zhc.ustc.edu.cn/2023/0417/c22536a599300/page.htm
固定资产损失（丢失）赔偿表,https://zhc.ustc.edu.cn/2020/1222/c22536a465954/page.htm
中央级事业单位国有资产处置申请表,https://zhc.ustc.edu.cn/2020/1111/c22536a459351/page.htm
中国科学技术大学流动专家公寓入住申请表,https://zhc.ustc.edu.cn/2021/0903/c22537a521554/page.htm
公共服务类公用房申请表,https://zhc.ustc.edu.cn/2020/1029/c22537a468091/page.htm
科研类公用房申请表,https://zhc.ustc.edu.cn/2020/1029/c22537a468087/page.htm
教学类公用房申请表,https://zhc.ustc.edu.cn/2020/1029/c22537a468088/page.htm
行政类公用房申请表,https://zhc.ustc.edu.cn/2020/1029/c22537a468094/page.htm
中国科学技术大学周转住房申请表,https://zhc.ustc.edu.cn/2020/0529/c22537a468081/page.htm
中国科学技术大学特殊情况住房申请表（延期或特困）,https://zhc.ustc.edu.cn/2020/0529/c22537a468082/page.htm
中国科学技术大学流动专家公寓延期租住申请表,https://zhc.ustc.edu.cn/2019/1210/c22537a468083/page.htm
使用中国科学技术大学合同专用章（5）承诺书,https://zhc.ustc.edu.cn/2014/1127/c22538a457889/page.htm
中国科学技术大学批量集中采购合同及发票要求,https://zhc.ustc.edu.cn/2019/0508/c22538a457888/page.htm
竞争性磋商采购备案表,https://zhc.ustc.edu.cn/2020/1016/c22538a457891/page.htm
特殊服务类合同签订审批表,https://zhc.ustc.edu.cn/2019/1025/c22538a457892/page.htm
关联采购业务表格,https://zhc.ustc.edu.cn/2020/0319/c22538a457893/page.htm
公共平台测试类合同审批表,https://zhc.ustc.edu.cn/2019/0925/c22538a457894/page.htm
喀斯玛商城平台操作说明,https://zhc.ustc.edu.cn/2018/0801/c22538a457895/page.htm
调整公布第十七期节能产品政府采购清单的通知,https://zhc.ustc.edu.cn/2015/0303/c22538a457890/page.htm
政府采购进口产品申请表,https://zhc.ustc.edu.cn/2014/1022/c22538a457896/page.htm
变更政府采购方式申请表,https://zhc.ustc.edu.cn/2014/1022/c22538a457897/page.htm
验收报告样式,https://zhc.ustc.edu.cn/2014/1022/c22538a457898/page.htm
中国科学技术大学设备退运维修申报表,https://zhc.ustc.edu.cn/2014/1022/c22538a457899/page.htm
进口科教用品用途说明(进口),https://zhc.ustc.edu.cn/2014/1022/c22538a457900/page.htm
2013年汽车配置计划表及其填写说明,https://zhc.ustc.edu.cn/2014/1022/c22538a457901/page.htm
中国科学技术大学放射源采购申报表,https://zhc.ustc.edu.cn/2014/1022/c22538a457902/page.htm
软件产品资产登记表,https://zhc.ustc.edu.cn/2014/1022/c22538a457903/page.htm
家属区暖气业务申请表,https://zhc.ustc.edu.cn/2022/1118/c22539a581589/page.htm
固定电话业务登记表,https://zhc.ustc.edu.cn/2020/0628/c22539a433851/page.htm
用能申请表下载,https://zhc.ustc.edu.cn/2015/0428/c22539a449898/page.htm
中国科学技术大学本科生参加暑期交流项目申请表,https://sist.ustc.edu.cn/_upload/article/files/a3/c2/0245e0504e0780c6871b6a8b762a/4d3a1719-78cc-4055-aa69-e29b3ce41899.docx
缓修成绩取消申请单,https://sist.ustc.edu.cn/_upload/article/files/8e/c5/e679bc7a4381b20892a69f8411c7/P020160622376635672432.doc
中国科学技术大学录播教室使用申请表,https://sist.ustc.edu.cn/2016/0622/c5111a82717/page.htm
中国科学技术大学学生“开学考试”成绩登记表,https://sist.ustc.edu.cn/2016/0622/c5111a82712/page.htm
中国科学技术大学本科生开学考试申请单,https://sist.ustc.edu.cn/2016/0622/c5111a82722/page.htm
大研（毕设）协议书,https://sist.ustc.edu.cn/2016/0606/c5111a82708/page.htm
大学生赴院所做大研（毕设）差旅费统计表,https://sist.ustc.edu.cn/2016/0606/c5111a82706/page.htm
本科生课程请假申请表,https://sist.ustc.edu.cn/2016/0526/c5111a82681/page.htm
警示期及退学复议学生选课调整申请表,https://sist.ustc.edu.cn/2016/0526/c5111a82677/page.htm
学生个性化学习申请表（因学习困难申请缓修）,https://sist.ustc.edu.cn/2016/0526/c5111a82690/page.htm
学生个性化学习申请表（因拟转专业申请缓修）,https://sist.ustc.edu.cn/2016/0526/c5111a82691/page.htm
试卷送印单,https://sist.ustc.edu.cn/2016/0526/c5111a82675/page.htm
跨院系调整所修专业申请表,https://sist.ustc.edu.cn/2016/0526/c5111a82699/page.htm
本科生听课记录表（实验）,https://sist.ustc.edu.cn/2016/0526/c5111a82704/page.htm
本科生听课记录表（理论）,https://sist.ustc.edu.cn/2016/0526/c5111a82686/page.htm
本科生学业指导谈话记录（学业警示）,https://sist.ustc.edu.cn/2016/0526/c5111a82701/page.htm
本科生学业指导谈话记录（通用）,https://sist.ustc.edu.cn/2016/0526/c5111a82694/page.htm
在读证明——国外,https://sist.ustc.edu.cn/2016/0526/c5111a82664/page.htm
在读证明——国内,https://sist.ustc.edu.cn/2016/0526/c5111a82673/page.htm
信息学院高水平学术前沿讲座实施申请表,https://sist.ustc.edu.cn/2022/0419/c5104a552250/page.htm
信息学院自然科学类学术报告会、研讨会审批表,https://sist.ustc.edu.cn/2022/0119/c5104a544399/page.htm
信息学院工程博士开题申请表,https://sist.ustc.edu.cn/2021/1227/c5104a540913/page.htm
工程硕士研究生专业实践总结报告及鉴定,https://sist.ustc.edu.cn/2020/1014/c5104a453063/page.htm
网络安全奖学金申请书,https://sist.ustc.edu.cn/_upload/article/files/4b/4e/3e9604ab48dcaacf356b583dede1/P020160728827793597765.doc
主题党日活动申请表,https://sist.ustc.edu.cn/2023/0411/c5128a598358/page.htm
信息学院党支部党员发展卡,https://sist.ustc.edu.cn/_upload/article/files/17/82/09c15ca642d1891863c521dc9d08/a3a585af-4636-465f-a829-11ffcd1ff724.doc
中国科学院基层党支部工作手册,https://sist.ustc.edu.cn/_upload/article/files/c0/68/c21a567343c7bbe1f89df8970fd2/P020161115318786519065.pdf
信息学院党支部党员发展信息封面,https://sist.ustc.edu.cn/_upload/article/files/92/74/9df4a5114ae7ba7fd288dcb9d968/P020161115320459047584.doc
习近平总书记2016年七一讲话全文,https://sist.ustc.edu.cn/_upload/article/files/7b/bf/464484ae4581a7ce55cccbce1af9/P020161101371912749693.doc
《习近平总书记系列重要讲话读本》知识竞赛试题及标准答案,https://sist.ustc.edu.cn/_upload/article/files/a4/6a/478389d340bfb0a957be0856a17f/P020161101371014298688.doc
党员发展流程,https://sist.ustc.edu.cn/2012/1121/c5128a46334/page.htm
信息科学技术学院学研两会活动项目审批表,https://sist.ustc.edu.cn/2020/0115/c5095a412496/page.htm
信息科学技术学院团学活动项目审批表,https://sist.ustc.edu.cn/2020/0115/c5095a412495/page.htm
信息科学技术学院班级活动项目审批表,https://sist.ustc.edu.cn/2020/0115/c5095a412494/page.htm
信息学院开展学生活动工作流程,https://sist.ustc.edu.cn/2019/1119/c5095a405480/page.htm
信息学院就业三方协议领取、换发流程,https://sist.ustc.edu.cn/2019/1119/c5095a405455/page.htm
信息学院学生活动新闻稿基本格式和要求,https://sist.ustc.edu.cn/2019/1119/c5095a405454/page.htm
推荐优秀团员作为党的发展对象审核表,https://sist.ustc.edu.cn/_upload/article/files/a6/63/9686a2e14d7db65b6643f8206ccf/1ab05b50-7844-4080-82a5-bfb876dd0984.docx
推荐优秀团员作入党积极分子审核表,https://sist.ustc.edu.cn/_upload/article/files/40/3c/a5a6a69d427582ea962ef3cf66cd/db1194f5-403a-4362-872a-a2f9a6c0372e.docx
中国科学技术大学推荐优秀团员作入党积极分子和党的发展对象工作实施细则,https://sist.ustc.edu.cn/_upload/article/files/f3/18/eb3dbba54770a7335bb709ba8e6b/53ece461-bb21-4697-a61c-9eb4bf31ab08.pdf
师生校内常用部门联系方式汇总,https://sist.ustc.edu.cn/2017/1116/c5095a208145/page.htm
科大人文社科类报告会、研讨会、论坛、讲座审批备案表,https://sist.ustc.edu.cn/_upload/article/files/f9/12/40972eea4998a57d1199ba37e8c4/7561f9f7-6722-4d1e-8c26-c03dfafe035b.doc
工会福利项目及当前执行标准,https://sist.ustc.edu.cn/2024/1018/c5079a657485/page.htm
校工会费用报销单,https://sist.ustc.edu.cn/2024/1018/c5079a657483/page.htm
校工会领款单,https://sist.ustc.edu.cn/2024/1018/c5079a657482/page.htm
校工会慰问金签领表,https://sist.ustc.edu.cn/2024/1018/c5079a657471/page.htm
